,name,market,funding_total_usd,status,funding_rounds,State_code,City,founded_at,company_name,acquired_at,price_amount
8641,Lanier Parking Solutions,Transportation,0,operating,1,GA,Atlanta,1989-01-01,,,
8642,Lanky,Medical,1200000,operating,1,CA,Simi Valley,2014-01-01,,,
8643,Lantern,Medical,4400000,operating,2,CA,San Francisco,2012-01-01,,,
8644,LanternCRM,Other,250000,operating,2,TX,Austin,2012-07-01,,,
8645,AMPSocial,Online_Tech,0,operating,1,CA,Los Angeles,2014-10-10,,,
8646,Lantos Technologies,Online_Tech,10950000,operating,4,MA,Cambridge,2009-10-14,,,
8647,Lantronix,Online_Tech,4500000,operating,1,CA,Irvine,1989-01-01,,,
8648,Lanx,Medical,16556606,acquired,4,CO,Broomfield,2003-01-01,Lanx,2013-11-01,
8649,Lanyon,Service,10000000,operating,1,TX,Irving,1984-01-01,,,
8650,LanzaTech New Zealand,Online_Tech,134300000,operating,4,IL,Roselle,2005-01-01,,,
8651,Lapio,Fitness,110000,operating,1,CA,Palo Alto,2012-04-01,,,
8652,Lapolla Industries,Manufacturing,4400000,operating,1,TX,Houston,,,,
8653,Ampulse,Corporate_Services,15980000,operating,4,CO,Golden,2007-01-01,,,
8654,Larada Sciences,Medical,2629349,operating,3,UT,Salt Lake City,2006-01-01,,,
8655,Laredo Energy,Retail,130000000,operating,1,TX,Houston,,,,
8656,Larger Than Life Prints,Online_Tech,75000,operating,1,PA,Philadelphia,2008-01-01,,,
8657,lark,Medical,4100000,operating,2,CA,Mountain View,2010-01-01,,,
8658,Larky,Online_Tech,2410000,operating,2,MI,Ann Arbor,2012-01-01,,,
8659,AMResorts,Corporate_Services,0,operating,1,PA,Newtown Square,2001-01-01,,,
8660,Laru Technologies,Online_Tech,500000,operating,1,CA,Folsom,,,,
8661,Lascaux Co.,Art,700000,acquired,2,NY,New York,2011-02-01,Lascaux Co.,2013-01-22,
8662,Laser Light Engines,Manufacturing,26615501,,8,NH,Salem,2008-01-01,,,
8663,Laser View,Fitness,0,operating,1,NJ,East Orange,2014-01-16,,,
8664,LaserGen,Medical,5000000,operating,1,TX,Houston,,,,
8665,Lasso,Other,75000,,1,IL,Chicago,2012-12-06,,,
8666,Lasso Media,Art,1250000,operating,1,CO,Englewood,2012-09-01,,,
8667,Last 2 Left,Gaming,210000,operating,2,PA,Philadelphia,2012-01-30,,,
8668,Last Guide,Online_Tech,2100000,operating,1,CA,San Francisco,,,,
8669,3KeyIt,Online_Tech,0,operating,1,AR,Fayetteville,2007-02-01,,,
8670,Amromco Energy,Online_Tech,0,operating,1,TX,Houston,,,,
8671,Last Size,Online_Tech,0,operating,1,OH,Columbus,,,,
8672,Lastline,Online_Tech,23700000,operating,4,CA,Redwood City,2011-01-01,,,
8673,Laszlo Systems,Corporate_Services,39890000,acquired,8,CA,San Mateo,2000-01-01,Laszlo Systems,2012-02-23,
8674,latakoo,Art,2000000,operating,1,TX,Austin,2010-01-01,,,
8675,Lateral SV,Online_Tech,385000,operating,1,CA,San Francisco,2013-04-01,,,
8676,Latest Medical,Medical,100000,operating,1,CA,Menlo Park,2007-01-01,,,
8677,Lathrop PARC Redwood City,Medical,10327000,operating,2,CA,Redwood City,2009-01-01,,,
8678,Latimer Education,Education,1250000,operating,1,DC,Washington,,,,
8679,Latina Researchers Network,Online_Tech,40000,operating,1,NY,New York,2012-01-01,,,
8680,AMS VariCode,Online_Tech,0,operating,1,AZ,Scottsdale,1998-03-03,,,
8681,Lattice Engines,Corporate_Services,26700000,operating,3,CA,San Mateo,2006-01-01,,,
8682,Lattice Incorporated,Online_Tech,2572600,operating,3,NJ,Pennsauken,1973-01-01,,,
8683,LaunchBit,Other,960000,acquired,2,CA,Mountain View,2011-07-01,LaunchBit,2014-09-17,
8684,LaunchCyte,Medical,1514990,operating,2,PA,Pittsburgh,2000-01-01,,,
8685,LaunchGram,Art,70000,acquired,2,CA,Mountain View,2012-01-10,LaunchGram,2013-02-20,
8686,AMS-Qi,Online_Tech,50000,operating,1,MA,Cambridge,,,,
8687,LaunchHear,Online_Tech,0,operating,1,CA,San Francisco,2010-01-01,,,
8688,LaunchKey,Online_Tech,1000000,operating,2,NV,Las Vegas,2012-07-01,,,
8689,Launchpad Toys,Online_Tech,1117000,operating,4,CA,San Francisco,2010-03-01,,,
8690,LaunchPoint,Online_Tech,3500000,operating,1,IL,Rolling Meadows,,,,
8691,LaunchRock,Online_Tech,800000,acquired,1,CA,Walnut,2011-01-28,LaunchRock,2014-03-01,
8692,LaunchSide,Corporate_Services,25000,operating,1,OR,Tualatin,2011-01-01,,,
8693,LaunchSide.com,Online_Tech,25000,operating,1,OR,Tualatin,2011-05-01,,,
8694,AmSafe,Online_Tech,0,acquired,1,AZ,Phoenix,1985-01-01,AmSafe,2012-01-20,
8695,LaunchTrack,Online_Tech,802500,operating,4,CA,Mountain View,2011-10-15,,,
8696,Laureate Pharma,Medical,20000000,operating,1,NJ,Princeton,,,,
8697,Laurel & Wolf,Art,1100000,operating,1,CA,Los Angeles,2014-01-01,,,
8698,Lavante,Online_Tech,8500000,operating,2,CA,San Jose,2001-01-01,,,
8699,AMSC,Online_Tech,25000000,operating,1,MA,Devens,1987-01-01,,,
8700,Lavish Skate,Fitness,0,operating,1,AR,Fayetteville,2010-11-04,,,
8701,Lawdingo,Corporate_Services,790000,operating,2,NY,New York,2012-01-01,,,
8702,LawKick,Online_Tech,200000,operating,3,CA,Santa Monica,2012-10-01,,,
8703,LawLytics,Online_Tech,1000000,operating,1,AZ,Tucson,,,,
8704,Lawn Love,Corporate_Services,1900000,operating,1,CA,San Diego,2014-01-01,,,
8705,amSTATZ,Online_Tech,1765000,operating,2,IL,Chicago,2012-01-01,,,
8706,LawPal,Corporate_Services,800000,operating,2,CA,San Francisco,2013-01-01,,,
8707,LawPivot,Corporate_Services,1600000,acquired,2,CA,Palo Alto,2009-01-01,LawPivot,2013-01-14,
8708,Lawrence Livermore National Laboratory,Online_Tech,11400000,operating,3,CA,Livermore,1952-01-01,,,
8709,Lawrenceville Plasma Physics,Online_Tech,12000,operating,1,NJ,Middlesex,1974-03-11,,,
8710,LawyerPaid,Online_Tech,0,operating,1,FL,Saint Augustine,2013-12-01,,,
8711,Lax.com,Online_Tech,1276667,operating,1,NJ,Carlstadt,2000-01-01,,,
8712,Layer,Online_Tech,22000000,operating,3,CA,San Francisco,2013-03-01,,,
8713,Layer 4 Communications,Online_Tech,0,operating,1,IL,Grayslake,2012-08-01,,,
8714,Amsterdam Castle NY,Renting,0,operating,1,NY,Amsterdam,2013-07-23,,,
8715,Layer 7 Technologies,Online_Tech,19900000,acquired,2,DC,Washington,2003-01-01,Layer 7 Technologies,2013-05-10,155000000.0
8716,Layer3 TV,Art,21000000,operating,1,MA,Boston,2013-01-01,,,
8717,Layered Technologies,Online_Tech,40829000,acquired,2,TX,Plano,2004-01-01,Layered Technologies,2014-08-19,
8718,LayerVault,Online_Tech,535000,operating,1,NY,New York,2011-01-01,,,
8719,Lazarus Effect,Medical,5000000,operating,1,CA,Campbell,,,,
8720,Lazarus Therapeutics,Medical,100000,closed,1,PA,West Chester,2006-01-01,,,
8721,LaZure Scientific,Online_Tech,5160595,operating,2,WA,Issaquah,2006-01-01,,,
8722,Lazy Angel,Online_Tech,59000,operating,1,CO,Colorado Springs,2009-05-29,,,
8723,LC E-Commerce Solutions,Online_Tech,500000,operating,1,ME,Lewiston,2007-01-01,,,
8724,LD Healthcare Systems Corp,Online_Tech,232000,operating,1,CA,Sacramento,2008-01-01,,,
8725,LDR Holding,Medical,9722866,operating,1,TX,Austin,2004-01-01,,,
8726,Le Herbé,Medical,100000,operating,1,WA,Seattle,2014-12-01,,,
8727,LE TOTE,Online_Tech,10550000,operating,2,CA,San Francisco,2012-01-01,,,
8728,3Leaf,Online_Tech,65000000,acquired,3,CA,Santa Clara,2004-06-01,3Leaf,2011-02-19,
8729,Amtec,Corporate_Services,5000000,closed,1,FL,Boca Raton,1972-01-01,,,
8730,Lea(R)n,Education,20000,operating,1,NC,Raleigh,2014-01-01,,,
8731,LEAD Therapeutics,Medical,20000000,closed,2,CA,San Bruno,,,,
8732,LeadCloud,Online_Tech,1000000,operating,1,MD,Ellicott City,2012-01-01,,,
8733,Leader Technologies,Online_Tech,800000,operating,1,OH,Lewis Center,1997-01-01,,,
8734,LeaderNation,Online_Tech,60000,operating,1,NY,New York,2007-01-01,,,
8735,Leaders2020,Corporate_Services,0,closed,1,CA,San Jose,2007-09-01,,,
8736,Leaderz,Online_Tech,0,operating,1,CA,Palo Alto,2013-09-01,,,
8737,LeadFerret,Corporate_Services,250000,operating,1,CA,Calabasas,2011-08-11,,,
8738,LeadGenius,Online_Tech,6000000,operating,4,CA,Berkeley,2011-07-01,,,
8739,LeadiD,Online_Tech,9700000,operating,3,PA,Ambler,2011-01-01,,,
8740,LeadPages,Online_Tech,11000000,operating,2,MN,Minneapolis,2013-01-01,,,
8741,LeadPoint,Online_Tech,12500000,operating,4,CA,Los Angeles,2004-02-29,,,
8742,Leads Direct,Fitness,0,operating,1,FL,Tampa,2011-08-23,,,
8743,Leadspace,Online_Tech,10000000,operating,3,CA,Menlo Park,2007-01-01,,,
8744,"LeadSpend, Inc.",Online_Tech,250000,operating,1,NY,New York,2008-11-01,,,
8745,Leadwerks,Online_Tech,30000,operating,1,CA,Sacramento,2006-01-01,,,
8746,Leaf,Corporate_Services,26000000,operating,2,MA,Cambridge,2011-01-01,,,
8747,LEAF Commercial Capital,Online_Tech,125000000,operating,2,PA,Philadelphia,1995-01-01,,,
8748,Leaguevine,Online_Tech,0,operating,1,IL,Chicago,2011-08-01,,,
8749,LEAH Software,Online_Tech,0,operating,1,GA,Atlanta,2013-04-01,,,
8750,Amulaire Thermal Technology,Online_Tech,4541187,operating,1,CA,San Diego,,,,
8751,Leaky,Online_Tech,0,acquired,1,CA,San Francisco,2010-01-01,Leaky,2013-08-31,
8752,Lealta Media,Online_Tech,1560000,operating,1,CA,Sunnyvale,2000-01-01,,,
8753,Lean Launch Ventures,Other,200000,operating,1,CT,Westport,2012-10-01,,,
8754,Lean Startup Machine,Other,0,operating,1,NY,New York,2010-06-01,,,
8755,LeanData,Online_Tech,5100000,operating,1,CA,Sunnyvale,2012-04-01,,,
8756,LeanKit,Online_Tech,8600000,operating,2,TN,Franklin,2009-05-01,,,
8757,LeanMarket,Online_Tech,0,operating,1,CA,Mountain View,,,,
8758,Amulet Pharmaceuticals,Medical,1700000,closed,1,MD,Rockville,,,,
8759,Leanplum,Online_Tech,5625000,operating,2,CA,San Francisco,2012-01-01,,,
8760,LeanStream Media,Online_Tech,530000,closed,1,CO,Westminster,2009-01-01,,,
8761,LeanWagon,Medical,0,operating,1,MA,Cambridge,2011-09-01,,,
8762,Leap Commerce,Online_Tech,1841902,operating,1,CA,San Francisco,2011-01-01,,,
8763,Leap Motion,Online_Tech,44050000,operating,3,CA,San Francisco,2010-10-01,,,
8764,Leap.it,Online_Tech,5390000,operating,6,KS,Kansas City,2011-01-11,,,
8765,Amulyte,Medical,255000,operating,2,CA,Mountain View,2012-01-01,,,
8766,Leap4Life Global,Online_Tech,1800000,operating,1,CA,Santa Ynez,2013-01-01,,,
8767,Leapfactor,Online_Tech,2854130,operating,3,FL,Miami,2009-01-01,,,
8768,Leapforce,Corporate_Services,200000,operating,1,CA,Pleasanton,2008-12-14,,,
8769,Leapfrog Online,Online_Tech,30000000,operating,1,IL,Evanston,1995-01-01,,,
8770,Leapset,Online_Tech,32150000,operating,4,CA,Redwood City,2011-01-01,,,
8771,Learn It Systems,Education,4100000,operating,1,MD,Baltimore,2007-01-01,,,
8772,Learn with Homer,Online_Tech,3440000,,1,NY,Brooklyn,2013-01-30,,,
8773,LearnBIG,Fitness,1025000,operating,2,WA,Seattle,2013-01-01,,,
8774,LearnBoost,Education,2875000,operating,2,CA,San Francisco,2010-01-01,,,
8775,LearnBop,Online_Tech,0,operating,1,NY,New York,2010-06-01,,,
8776,Learning Hyperdrive,Education,16000,operating,1,RI,Providence,2013-02-01,,,
8777,Learnmetrics,Online_Tech,150000,operating,2,IL,Chicago,2012-06-01,,,
8778,LearnShark,Online_Tech,0,operating,1,DC,Washington,,,,
8779,LearnSomething,Education,2000000,acquired,1,FL,Tallahassee,1993-01-01,LearnSomething,2013-06-05,
8780,LearnSprout,Online_Tech,4700000,operating,2,CA,San Francisco,2012-01-01,,,
8781,LearnStreet,Education,1000000,operating,1,CA,San Francisco,2012-01-01,,,
8782,LearnUp,Online_Tech,1900000,operating,1,CA,San Francisco,2011-01-01,,,
8783,LearnVest,Banking,69030000,operating,5,NY,New York,2007-05-01,,,
8784,LearnZillion,Online_Tech,9400000,operating,2,DC,Washington,2011-01-01,,,
8785,Leartieste Boutique,Online_Tech,0,operating,1,NJ,Newark,2012-05-01,,,
8786,Leatt,Manufacturing,846668,operating,1,CA,Santa Clarita,2001-01-01,,,
8787,LeBUZZ,Gaming,0,operating,1,GA,Marietta,2007-12-07,,,
8788,Lecere,Online_Tech,1338750,closed,11,OR,Portland,,,,
8789,Lecorpio,Online_Tech,10000000,operating,1,CA,Fremont,2006-01-01,,,
8790,LectureTools,Education,1000000,operating,1,MI,Ann Arbor,2010-05-01,,,
8791,Amvona,Retail,1000000,operating,1,MA,Hardwick,1999-01-01,,,
8792,LED Engin,Manufacturing,11000000,operating,1,CA,San Jose,2004-01-01,,,
8793,LED Optics,Online_Tech,0,operating,1,FL,Boca Raton,2009-12-09,,,
8794,Ledbury,Online_Tech,8462816,operating,2,VA,Richmond,2009-01-01,,,
8795,LedgerX,Online_Tech,1500000,operating,2,NY,New York,,,,
8796,"LEDnovation, Inc.",Online_Tech,3000000,operating,1,FL,Tampa,2008-10-06,,,
8797,AMVONET,Online_Tech,250000,operating,1,OH,Alliance,,,,
8798,Lee Silber,Online_Tech,0,operating,1,FL,,1979-12-01,,,
8799,Leeo,Other,37000000,operating,1,CA,Palo Alto,2013-01-01,,,
8800,Lefthand Networks,Online_Tech,25000000,acquired,1,CO,Boulder,,Lefthand Networks,2008-09-30,360000000.0
8801,LeftLane Sports,Fitness,0,operating,1,CA,San Luis Obispo,2009-11-01,,,
8802,AMW Foundation,Medical,2500,operating,1,NC,Raleigh,2002-03-01,,,
8803,LeftRight Studios,Online_Tech,25000,operating,1,PA,Pittsburgh,2009-06-01,,,
8804,Leftronic,Online_Tech,500000,acquired,2,CA,San Francisco,2010-08-01,Leftronic,2014-11-10,
8805,Legacy Consulting and Development,Renting,150000,operating,1,OK,Oklahoma City,2007-06-01,,,
8806,Legacy Income Properties,Retail,950000,operating,1,TX,Plano,2008-04-01,,,
8807,Legal Egg,Online_Tech,0,operating,1,VA,Arlington,2014-02-01,,,
8808,Legal Hero,Online_Tech,715000,operating,1,NY,New York,2013-01-01,,,
8809,Legal River,Corporate_Services,0,closed,2,DC,Washington,2009-01-01,,,
8810,"LegalCrunch, Inc.",Federal_Contracting,20000,operating,2,CA,Los Angeles,2011-12-27,,,
8811,Amware,Corporate_Services,0,operating,1,CO,Eagle,,,,
8812,LegalGuru,Corporate_Services,900000,operating,1,FL,Miami,2011-03-31,,,
8813,LegalReach,Corporate_Services,900000,operating,1,CA,San Francisco,2012-01-01,,,
8814,LegalSherpa,Online_Tech,50000,operating,1,NY,New York,2010-12-01,,,
8815,LegalZoom,Corporate_Services,266000000,operating,2,CA,Glendale,1999-12-01,,,
8816,LegCyte,Online_Tech,0,operating,1,DC,Washington,2012-01-01,,,
8817,AMX,Online_Tech,0,acquired,1,TX,Richardson,1982-01-01,AMX,2014-05-21,365000000.0
8818,Legend Silicon,Manufacturing,46370000,operating,4,CA,Fremont,1999-01-01,,,
8819,Legend3D,Online_Tech,47801705,operating,6,CA,San Diego,2001-01-01,,,
8820,Legendary Entertainment,Art,525000000,operating,2,CA,Burbank,2004-01-01,,,
8821,Legendary Pictures,Gaming,40000000,operating,1,CA,Burbank,2002-01-01,,,
8822,Legions,Gaming,0,operating,1,GA,Gainesville,2014-05-12,,,
8823,LegiTime Technologies,Online_Tech,4000000,closed,2,CT,Farmington,2005-01-01,,,
8824,LegitTrader,Online_Tech,25000,operating,1,CA,San Francisco,2014-01-01,,,
8825,LegUP,Online_Tech,60000,operating,1,WA,Seattle,2014-03-17,,,
8826,Lehigh Technologies,Retail,70000000,operating,5,GA,Tucker,2003-01-01,,,
8827,Amyris Biotechnologies,Retail,417040423,operating,10,CA,Emeryville,2003-01-01,,,
8828,LEHR,Online_Tech,0,operating,1,CA,Los Angeles,2008-01-01,,,
8829,LEID Products,Online_Tech,375000,operating,1,MI,Auburn Hills,,,,
8830,LeisureLink,Renting,17100000,acquired,2,CA,Pasadena,2006-01-01,LeisureLink,2014-03-05,
8831,LeisureLogix,Online_Tech,5900000,closed,3,FL,Tampa,2006-08-01,,,
8832,An Estuary,Online_Tech,100000,operating,1,MD,Baltimore,2013-04-10,,,
8833,Lela,Online_Tech,12000000,operating,1,NY,New York,2012-12-01,,,
8834,Lellan,Art,840000,,5,CA,Redwood City,2010-01-01,,,
8835,Lemko,Online_Tech,12930735,operating,3,IL,Itasca,2003-01-01,,,
8836,Lemon,Online_Tech,8000000,acquired,1,CA,Palo Alto,2011-07-11,Lemon,2013-12-12,42600000.0
8837,LemonCrate,Online_Tech,45000,operating,1,CA,Millbrae,2011-01-01,,,
8838,LeMond Fitness,Fitness,2724998,operating,1,CA,Poway,,,,
8839,Lemonwise,Online_Tech,15000,operating,1,MA,Cambridge,2011-07-01,,,
8840,Lemur IMS,Online_Tech,0,operating,3,VA,Arlington,,,,
8841,Lenco Mobile,Online_Tech,3814500,operating,2,CA,Santa Barbara,,,,
8842,Lenda,Online_Tech,1996000,operating,4,CA,San Francisco,2012-01-01,,,
8843,LendAmend,Online_Tech,1000000,operating,2,CA,Los Angeles,,,,
8844,Lendedu.com,Other,20000,operating,1,IA,Cedar Rapids,2014-01-01,,,
8845,Lender Sentinel,Online_Tech,36500,operating,1,MA,Plymouth Meeting,2009-01-01,,,
8846,LendFriend,Online_Tech,0,operating,1,CA,San Francisco,2010-01-01,,,
8847,Lendinero,Online_Tech,30000,operating,1,FL,Miami,2012-01-01,,,
8848,Lending a Helping Hand,Corporate_Services,0,operating,1,IN,Indianapolis,2012-06-16,,,
8849,Lending Club,Banking,392230000,operating,12,CA,San Francisco,2007-01-01,,,
8850,LendingRobot,Online_Tech,0,operating,1,WA,Bellevue,2012-09-18,,,
8851,AnaBios,Online_Tech,1318297,operating,1,CA,San Diego,,,,
8852,LendingStandard,Renting,200000,operating,2,MO,Kansas City,2012-01-01,,,
8853,Lendio,Online_Tech,12500000,operating,3,UT,South Jordan,2006-03-15,,,
8854,"LendKey Technologies, Inc.",Online_Tech,23727288,operating,6,NY,New York,2007-04-01,,,
8855,LendLayer,Online_Tech,400000,operating,1,CA,San Francisco,2014-01-01,,,
8856,LendPro,Online_Tech,50000,operating,1,VA,Charlottesville,2011-01-01,,,
8857,Lendsquare,Online_Tech,100000,operating,1,IL,Chicago,2011-01-01,,,
8858,LendUp,Online_Tech,64000000,operating,4,CA,San Francisco,2011-11-21,,,
8859,Lennar Corporation,Renting,30000000,operating,1,FL,Miami,1954-01-01,,,
8860,Lenovo,Online_Tech,0,operating,1,NC,Morrisville,1984-01-01,,,
8861,LensAR,Medical,161521818,operating,11,FL,Orlando,2004-01-01,,,
8862,lensgen,Medical,2450000,operating,2,CA,Irvine,2011-08-01,,,
8863,LensVector,Online_Tech,35700000,operating,3,CA,Sunnyvale,2006-01-01,,,
8864,LensX Lasers,Medical,22360000,acquired,1,CA,Aliso Viejo,,LensX Lasers,2010-07-06,
8865,Lentigen,Medical,1200000,operating,1,MD,Gaithersburg,,,,
8866,Leo,Online_Tech,1500000,operating,1,CA,San Francisco,2013-09-01,,,
8867,Leonardo Biosystems,Medical,2500000,operating,2,TX,Houston,,,,
8868,Anacomp,Corporate_Services,7500000,acquired,1,CA,San Diego,1968-01-01,Anacomp,2009-12-22,
8869,Leostream,Online_Tech,5000000,operating,2,MA,Waltham,2002-01-01,,,
8870,Leotus,Online_Tech,0,closed,1,RI,Providence,2009-01-01,,,
8871,LesConcierges,Online_Tech,27400000,operating,2,CA,San Francisco,1987-01-01,,,
8872,LessonFace,Art,89998,operating,1,NY,Brooklyn,2012-01-01,,,
8873,LessonLab,Education,0,acquired,2,CA,Santa Monica,1998-01-01,LessonLab,2003-09-18,
8874,Lessons Only,Education,50000,operating,1,CO,Denver,2013-06-07,,,
8875,LessThan3,Gaming,0,operating,1,CA,San Francisco,2010-01-01,,,
8876,Let,Online_Tech,610000,operating,2,CA,Los Angeles,2013-03-03,,,
8877,Let's Gift It,Online_Tech,250000,operating,2,NY,New York,2010-07-01,,,
8878,Anacor Pharmaceutical,Medical,191500000,operating,7,CA,Palo Alto,2000-01-01,,,
8879,LetGive,Online_Tech,0,operating,1,NY,New York,2011-01-01,,,
8880,LetMeGo,Renting,0,operating,1,NY,New York,2007-12-20,,,
8881,LetMeHearYa,Art,175000,closed,1,CA,Santa Monica,2011-01-01,,,
8882,Leto Solutions,Medical,50000,operating,1,TX,San Antonio,2013-01-01,,,
8883,LetsCram,Education,655000,operating,2,CA,Santa Barbara,2007-01-01,,,
8884,Anadys,Medical,17500000,closed,1,CA,San Diego,,,,
8885,lettrs,Online_Tech,1760000,operating,4,NY,Brooklyn,2012-12-23,,,
8886,Lettuce,Online_Tech,3100000,acquired,2,CA,Venice,2012-01-01,Lettuce,2014-05-08,30000000.0
8887,Lettuce Eat,Service,0,operating,1,MD,Germantown,2013-01-01,,,
8888,LettuceThinner,Retail,0,operating,1,AZ,Tucson,2013-01-15,,,
8889,LeukoDx,Medical,9342000,operating,5,MD,Towson,2008-01-01,,,
8890,Lev Pharmaceuticals,Medical,41000000,acquired,2,NY,New York,2003-01-01,Lev Pharmaceuticals,2008-07-15,585890000.0
8891,Levant Power,Education,0,operating,1,MA,Woburn,2009-06-01,,,
8892,Levanta,Online_Tech,8000000,closed,1,CA,San Mateo,1998-01-01,,,
8893,Level,Online_Tech,5000000,operating,1,CA,San Francisco,2012-06-22,,,
8894,Level 3 Communications,Corporate_Services,13700000,operating,1,CO,Broomfield,1985-01-01,,,
8895,Level 5 Networks,Manufacturing,30000000,acquired,1,CA,Sunnyvale,2002-01-01,Level 5 Networks,2005-01-01,
8896,LevelEleven,Online_Tech,5500000,operating,4,MI,Detroit,2012-10-01,,,
8897,Leveler,Manufacturing,135000,operating,1,IL,Downers Grove,,,,
8898,Levels Beyond,Online_Tech,6999991,operating,2,CO,Denver,2007-01-01,,,
8899,LevelUp,Online_Tech,40000000,operating,3,MA,Boston,2011-07-14,,,
8900,Lever,Corporate_Services,12800000,operating,3,CA,San Francisco,2012-06-01,,,
8901,Leverage Software,Online_Tech,6000000,acquired,1,CA,San Francisco,2003-05-01,Leverage Software,2011-12-19,
8902,LeveragePoint Innovations,Online_Tech,713000,operating,1,MA,Cambridge,,,,
8903,Leversense,Medical,659000,operating,2,PA,Newtown Square,2009-01-01,,,
8904,Anafore,Online_Tech,0,operating,1,CA,Torrance,2009-01-01,,,
8905,Levlr,Online_Tech,25000,operating,1,PA,Pittsburgh,2010-01-01,,,
8906,Levo League,Other,8000000,operating,2,NY,New York,2011-07-01,,,
8907,Lewis and Clark Pharmaceuticals,Medical,475000,operating,2,VA,Charlottesville,2012-01-01,,,
8908,Lex Machina,Corporate_Services,10881448,operating,5,CA,Menlo Park,2009-01-01,,,
8909,Lexar Media,Online_Tech,60000000,operating,1,CA,Fremont,1996-01-01,,,
8910,Lexicon Pharmaceuticals,Medical,240040000,operating,3,TX,Houston,1995-01-01,,,
8911,Lexity,Online_Tech,5700000,acquired,2,CA,Mountain View,2009-08-01,Lexity,2013-07-31,
8912,Lexos Media,Online_Tech,1415500,operating,1,FL,Fort Myers,2009-01-01,,,
8913,Lexplique - /lɛk • splik/,Corporate_Services,40000,operating,1,CA,San Francisco,2011-01-01,,,
8914,LexShares,Banking,0,operating,1,NY,New York,2014-01-01,,,
8915,Lexy,Online_Tech,1708000,closed,2,CA,San Francisco,2006-01-01,,,
8916,Leyden Energy,Manufacturing,34500000,operating,3,CA,Fremont,2007-01-01,,,
8917,"LFR Communications, Inc",Banking,10000000,operating,1,MD,Laurel,2003-05-29,,,
8918,LGC Wireless,Corporate_Services,13000000,acquired,1,CA,San Jose,1996-01-01,LGC Wireless,2007-10-22,
8919,LgDb.com,Online_Tech,0,closed,1,CO,Denver,2006-01-01,,,
8920,Li Creative Technologies,Online_Tech,0,operating,1,NJ,Florham Park,2002-11-20,,,
8921,LIA,Online_Tech,400000,operating,1,CA,San Diego,2012-04-01,,,
8922,Liaison Technologies,Online_Tech,45727627,operating,3,GA,Alpharetta,2000-01-01,,,
8923,Liazon,Medical,30800000,operating,2,NY,Buffalo,2007-01-01,,,
8924,Libboo,Online_Tech,1400000,operating,3,MA,Boston,,,,
8925,Liberator Medical Supply,Medical,7000000,operating,1,FL,Stuart,1906-01-01,,,
8926,LibertadCard,Online_Tech,3476704,operating,1,CA,Culver City,2010-01-01,,,
8927,Anagran,Online_Tech,22600000,closed,2,CA,Sunnyvale,2004-01-01,,,
8928,Liberty Ammunition,Manufacturing,900000,operating,1,FL,Bradenton,,,,
8929,Liberty Builders of Texas,Renting,0,operating,1,TX,San Antonio,1980-09-24,,,
8930,Liberty Dialysis,Medical,339959044,acquired,2,WA,Mercer Island,,Liberty Dialysis,2011-08-02,
8931,Liberty Global,Online_Tech,422921270,operating,1,CO,Englewood,2004-01-01,,,
8932,Liberty Hydro,Online_Tech,500000,operating,1,OH,South Charleston,,,,
8933,Libra Alliance,Online_Tech,45000100,operating,2,UT,Salt Lake City,1997-01-01,,,
8934,Libra Entertainment,Gaming,0,operating,1,MO,Saint Louis,2008-12-18,,,
8935,LibraryThing,Online_Tech,0,operating,1,ME,Portland,2005-08-01,,,
8936,Analiza,Online_Tech,600000,operating,2,OH,Cleveland,,,,
8937,Librato,Online_Tech,5050000,operating,2,CA,San Francisco,2011-01-01,,,
8938,LibreDigital,Online_Tech,31100000,acquired,4,TX,Austin,,LibreDigital,2011-08-17,
8939,LibriLoop,Transportation,50000,operating,1,OH,Cleveland,2010-05-16,,,
8940,License Acquisitions,Online_Tech,650000,operating,1,AZ,Phoenix,2008-01-01,,,
8941,License Buddy,Education,34700,operating,2,CA,San Francisco,2013-01-01,,,
8942,Analogix Semiconductor,Manufacturing,39400000,operating,3,CA,Santa Clara,2002-03-01,,,
8943,LicenseStream,Corporate_Services,15968956,operating,5,NY,New York,2003-01-01,,,
8944,Lien Enforcement,Online_Tech,20000,operating,1,CA,San Jose,,,,
8945,Life Care Medical Devices,Medical,600000,operating,1,NY,New York,2011-01-01,,,
8946,Life Dreams,Online_Tech,25000,operating,1,WA,Seattle,2011-01-01,,,
8947,Life in Hi-Fi,Online_Tech,700000,operating,1,FL,Ponte Vedra,2013-01-01,,,
8948,Life Metrics,Online_Tech,560000,operating,1,AZ,Paradise Valley,2013-04-25,,,
8949,Life Sciences Discovery Fund,Online_Tech,3600000,operating,1,WA,Seattle,2005-01-01,,,
8950,LIFE SPAN labs,Medical,0,operating,1,OR,Portland,2005-12-02,,,
8951,Life With Linda,Education,0,operating,1,NJ,Bloomfield,2011-02-25,,,
8952,Life360,Online_Tech,76100000,operating,8,CA,San Francisco,2008-01-01,,,
8953,Lifeables,Online_Tech,217500,operating,1,MA,Boston,2010-06-01,,,
8954,Analyte Health,Medical,38550000,operating,5,IL,Chicago,2007-01-01,,,
8955,LifeBio,Online_Tech,80000,operating,1,OH,Marysville,2006-01-01,,,
8956,LifeBlinx,Online_Tech,0,operating,1,OH,Cincinnati,2010-01-01,,,
